rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec
5624,3962684,K04908.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
5625,2437897,K04909.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
5626,9307966,K04910.01,,FALSE POSITIVE,FALSE POSITIVE,0.0720,0,0,1,0
5629,5769810,K04913.02,,FALSE POSITIVE,FALSE POSITIVE,0.3010,1,0,0,0
5631,1572948,K04924.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
5632,1725193,K04925.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5634,1870398,K04927.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
5636,2010607,K04929.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5637,2165352,K04934.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0
5638,2305255,K04935.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
5639,2305543,K04936.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5640,2309910,K04937.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0
5642,2437209,K04939.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
5643,2438406,K04941.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
5644,2569488,K04944.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
5645,2569516,K04945.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0
5646,2570432,K04946.01,,FALSE POSITIVE,FALSE POSITIVE,0.0610,0,0,1,0
5647,2574543,K04947.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
5648,2578811,K04948.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
5649,2707916,K04950.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1
5650,2708270,K04951.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
5651,2711123,K04953.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
5652,2850321,K04956.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
5654,2987433,K04959.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5656,3120397,K04965.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
5657,3222680,K04966.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
5659,3240049,K04968.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5661,3341760,K04973.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
5662,3355104,K04975.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5663,3439031,K04980.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5664,3449540,K04982.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5667,3644399,K04997.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,1
5669,3755522,K05005.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
5672,3836450,K05010.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
5673,3836509,K05011.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
5674,3836522,K05012.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
5675,3846515,K05013.01,,FALSE POSITIVE,FALSE POSITIVE,0.1360,0,0,1,0
5676,3848665,K05014.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,1
5677,3848919,K05015.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5679,3854101,K05018.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5680,3859890,K05020.01,,FALSE POSITIVE,FALSE POSITIVE,0.0010,0,0,1,0
5681,3867593,K05023.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5682,3953106,K05025.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5683,3962728,K05028.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
5684,3973549,K05032.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
5685,4058169,K05034.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5686,4077252,K05038.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
5688,4144238,K05041.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
5689,4160006,K05045.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5690,4245861,K05050.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
5691,4253860,K05052.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5692,4276114,K05054.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5693,4365461,K05058.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5694,4366923,K05059.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0
5695,4455763,K05061.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5698,4570555,K05072.01,,FALSE POSITIVE,FALSE POSITIVE,0.0010,0,0,1,0
5699,4586482,K05073.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
5700,4678873,K05075.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,1
5701,4732015,K05076.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
5703,4769799,K05086.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5705,4815612,K05090.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5706,4840327,K05093.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5707,4863260,K05096.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
5709,4914399,K05100.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1
5711,4945035,K05108.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
5712,4946581,K05109.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
5713,4953262,K05110.01,,FALSE POSITIVE,FALSE POSITIVE,0.2330,1,0,0,0
5714,4996558,K05111.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
5715,5006817,K05112.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
5716,5016163,K05115.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5718,5039053,K05121.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
5719,5094412,K05124.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
5720,5113146,K05127.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5721,5130563,K05128.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
5723,5174677,K05131.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5725,5199426,K05138.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5726,5263802,K05145.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5729,5308777,K05152.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
5733,5467126,K05171.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
5734,5470851,K05172.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
5735,5471108,K05173.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,1
5738,5565261,K05180.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
5739,5650420,K05187.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
5740,5653152,K05189.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
5741,5653163,K05190.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,1
5742,5734702,K05196.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
5743,5817712,K05204.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,1
5744,5858519,K05206.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5746,5905728,K05209.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
5748,5963591,K05215.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
5749,5980354,K05218.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
5750,5981058,K05219.01,,FALSE POSITIVE,FALSE POSITIVE,0.1130,1,0,0,0
5753,6058896,K05233.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
5754,6067545,K05236.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
5755,6139220,K05241.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5756,6145939,K05243.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5759,6205384,K05250.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
5760,6205405,K05251.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
5761,6206470,K05252.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1
5762,6277594,K05255.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
5763,6289897,K05260.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
5764,6350031,K05267.01,,FALSE POSITIVE,FALSE POSITIVE,0.0590,1,0,0,0
5765,6363560,K05270.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1
5766,6364064,K05271.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
5767,6364143,K05272.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
5768,6364307,K05273.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
5769,6366559,K05274.01,,FALSE POSITIVE,FALSE POSITIVE,0.3250,1,0,0,0
5770,6367663,K05275.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
5774,6387887,K05280.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
5778,6525196,K05293.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5779,6526377,K05295.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0
5780,6527229,K05296.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5782,6543674,K05298.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,1
5783,6594945,K05300.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
5784,6612411,K05305.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
5785,6615600,K05307.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
5786,6634112,K05308.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5788,6681473,K05312.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0
5789,6695801,K05316.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,1
5790,6699562,K05317.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5794,6784887,K05328.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5796,6864891,K05330.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,1
5800,6891512,K05335.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5802,6948815,K05339.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5804,7022603,K05346.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
5805,7047299,K05351.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5807,7115671,K05355.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
5809,7204233,K05371.01,,FALSE POSITIVE,FALSE POSITIVE,0.0480,0,0,1,0
5811,7352727,K05382.01,,FALSE POSITIVE,FALSE POSITIVE,0.0070,0,0,1,0
5813,7416306,K05388.01,,FALSE POSITIVE,FALSE POSITIVE,0.0860,1,0,0,0
5814,7458433,K05392.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,1
5815,7516073,K05395.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
5816,7538450,K05396.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
5817,7599004,K05403.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5818,7658229,K05409.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5821,7674050,K05412.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5822,7700561,K05414.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
5823,7731281,K05416.01,Kepler-1628 b,CONFIRMED,FALSE POSITIVE,0.0000,1,0,0,0
5824,7743464,K05417.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5827,7800285,K05427.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
5830,7837526,K05436.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5831,7885558,K05439.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
5834,7916058,K05445.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0
5835,7935997,K05447.02,Kepler-1629 b,CONFIRMED,FALSE POSITIVE,0.0000,1,0,0,0
5836,7938499,K05448.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
5838,7941635,K05449.02,,FALSE POSITIVE,FALSE POSITIVE,0.3760,1,0,0,0
5841,8016211,K05460.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,1
5842,8029848,K05463.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5844,8043968,K05469.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,1
5845,8075618,K05471.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5849,8108437,K05478.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5850,8155368,K05481.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5852,8179747,K05483.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5855,8223655,K05488.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5856,8242350,K05493.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
5857,8255058,K05495.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
5858,8288404,K05498.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5859,8364969,K05508.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5860,8380743,K05510.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5862,8414914,K05513.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5864,8432034,K05516.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5865,8439618,K05518.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
5866,8480642,K05521.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5867,8495232,K05524.01,,FALSE POSITIVE,FALSE POSITIVE,0.5110,0,0,1,0
5868,8507073,K05527.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5869,8509781,K05529.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5870,8552607,K05542.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
5872,8561192,K05544.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5876,8718273,K05564.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5878,8742270,K05567.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5880,8747222,K05569.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
5881,8766285,K05571.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,1
5882,8823893,K05575.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1
5884,8904714,K05582.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5885,8935352,K05584.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5886,8939211,K05586.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
5887,8939650,K05587.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5890,9026007,K05602.01,,FALSE POSITIVE,FALSE POSITIVE,0.3130,1,0,0,0
5892,9049550,K05606.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5893,9049697,K05607.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
5894,9101279,K05614.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5895,9108058,K05615.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5896,9116075,K05617.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
5898,9142225,K05623.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
5902,9180282,K05636.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
5903,9268456,K05647.01,,FALSE POSITIVE,FALSE POSITIVE,0.1750,1,0,0,0
5905,9304976,K05654.01,,FALSE POSITIVE,FALSE POSITIVE,0.0880,0,0,1,0
5906,9390655,K05662.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
5908,9394762,K05664.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
5909,9402670,K05667.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
5910,9418508,K05672.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5912,9474485,K05683.01,,FALSE POSITIVE,FALSE POSITIVE,0.0410,0,1,0,0
5913,9489348,K05686.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,1
5916,9591728,K05695.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5917,9594184,K05696.01,,FALSE POSITIVE,FALSE POSITIVE,0.5070,0,0,1,0
5918,9602595,K05700.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5921,9775475,K05711.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5922,9780149,K05713.01,,FALSE POSITIVE,FALSE POSITIVE,0.1330,1,0,0,0
5923,9786017,K05714.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5924,9838414,K05717.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1
5925,9839030,K05719.01,,FALSE POSITIVE,FALSE POSITIVE,0.4400,0,1,0,0
5926,9845931,K05721.01,,FALSE POSITIVE,FALSE POSITIVE,0.1300,0,0,1,0
5927,9847239,K05722.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5928,9850843,K05724.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
5929,9896438,K05728.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
5930,9899514,K05729.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
5931,9899607,K05730.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
5932,9908486,K05731.01,,FALSE POSITIVE,FALSE POSITIVE,0.0130,1,0,1,0
5934,9911112,K05733.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5935,9934274,K05735.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1
5937,9941387,K05738.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5938,9941550,K05739.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
5939,9954225,K05742.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
5940,9957659,K05743.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
5941,9957668,K05744.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5942,9962595,K05745.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5944,10002266,K05750.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
5946,10006096,K05753.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5947,10007492,K05754.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
5948,10023469,K05757.01,,FALSE POSITIVE,FALSE POSITIVE,0.0100,0,0,1,0
5951,10141271,K05768.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
5953,10189542,K05773.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
5954,10191056,K05774.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5955,10227881,K05780.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
5956,10320341,K05786.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5958,10416390,K05792.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
5959,10470779,K05796.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
5960,10480952,K05797.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5962,10535708,K05801.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1
5963,10547378,K05802.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5964,10551346,K05804.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5965,10552151,K05805.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
5966,10616656,K05814.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5968,10661679,K05818.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
5969,10724569,K05823.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
5972,10817600,K05832.01,,FALSE POSITIVE,FALSE POSITIVE,0.0010,0,0,1,0
5974,10855545,K05834.01,,FALSE POSITIVE,FALSE POSITIVE,0.0890,1,0,0,0
5975,10905641,K05840.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
5976,10920086,K05841.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
5979,10977671,K05846.01,,FALSE POSITIVE,FALSE POSITIVE,0.4330,0,0,1,0
5983,11046870,K05858.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1
5984,11076176,K05862.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5985,11090561,K05865.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
5988,11176166,K05875.02,,FALSE POSITIVE,FALSE POSITIVE,0.0360,1,0,0,0
5989,11341314,K05887.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1
5990,11401845,K05894.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
5993,11506938,K05906.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
5994,11513441,K05908.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
5996,11599937,K05915.01,,FALSE POSITIVE,FALSE POSITIVE,0.0240,1,0,0,0
5998,11601972,K05919.01,,FALSE POSITIVE,FALSE POSITIVE,0.1850,1,0,0,0
5999,11615258,K05922.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
6003,11905398,K05940.01,,FALSE POSITIVE,FALSE POSITIVE,0.3830,0,0,1,0
6005,11924426,K05944.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6006,11968514,K05947.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
6007,12253490,K05961.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6008,12257851,K05962.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
6009,12265150,K05963.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
6013,12645761,K05976.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6014,12736658,K05980.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0
6015,2309587,K05982.01,,FALSE POSITIVE,FALSE POSITIVE,0.0030,0,1,0,0
6016,2445134,K05983.01,,FALSE POSITIVE,FALSE POSITIVE,0.0010,0,1,0,0
6017,3241344,K05984.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6018,3347485,K05985.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6019,3530668,K05986.01,,FALSE POSITIVE,FALSE POSITIVE,0.0020,0,1,0,0
6020,3532985,K05987.01,,FALSE POSITIVE,FALSE POSITIVE,0.0490,0,1,0,0
6021,3831911,K05988.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
6022,3852258,K05989.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
6023,3858919,K05990.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
6024,3869326,K05991.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6025,3971315,K05992.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
6026,4037428,K05993.01,,FALSE POSITIVE,FALSE POSITIVE,0.2920,0,1,0,0
6027,4049124,K05994.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6028,4275328,K05995.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
6029,4753561,K05996.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
6030,4912991,K05997.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6031,5036966,K05998.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
6032,5254230,K05999.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
6033,5385139,K06000.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0
6034,5385150,K06001.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
6035,5385269,K06002.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
6036,5385509,K06003.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
6037,5385566,K06004.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
6038,5385773,K06005.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
