rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec
4399,10751515,K03589.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4400,3348093,K03590.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4401,6182846,K03591.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4402,9851126,K03592.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4403,3442054,K03593.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4404,4079530,K03594.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4405,10677186,K03595.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4406,9025914,K03596.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4407,9366988,K03597.01,,FALSE POSITIVE,FALSE POSITIVE,0.0030,0,1,1,0
4408,2437149,K03598.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4409,9715925,K03599.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4410,9529733,K03600.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4411,9613070,K03601.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4412,10845188,K03602.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4413,5730394,K03603.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4414,6956216,K03604.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4415,6137704,K03605.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4416,10275074,K03606.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4417,9110346,K03607.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4418,10259301,K03608.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4419,6233903,K03609.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4420,7212066,K03610.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4421,6675060,K03611.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4422,10518735,K03612.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4423,6546508,K03613.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4424,9886224,K03614.01,,FALSE POSITIVE,FALSE POSITIVE,0.0120,0,1,0,0
4425,3735634,K03615.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4426,6058875,K03616.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4427,10735564,K03617.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4428,9636559,K03618.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4429,8095110,K03619.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4430,11499263,K03620.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4431,9775253,K03621.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4432,6677267,K03622.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4433,7732791,K03623.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4434,8177798,K03624.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4435,10489521,K03625.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4436,12643582,K03626.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4437,10091110,K03627.01,,FALSE POSITIVE,FALSE POSITIVE,0.0020,0,1,0,0
4438,10091110,K03627.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4439,3542574,K03628.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,1
4440,3544694,K03629.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4441,10259029,K03630.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4442,8299947,K03631.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4443,3335813,K03632.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4444,11858741,K03633.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4445,6363494,K03634.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4446,3327992,K03635.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4447,5649206,K03636.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4448,5193384,K03637.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4449,5181804,K03638.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4450,10491544,K03639.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4451,8052474,K03640.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4452,3534118,K03641.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4453,3534118,K03641.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,1,0,0
4454,2441161,K03642.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4455,3231120,K03643.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4456,12216706,K03644.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4457,5816806,K03645.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4458,6531496,K03646.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4459,6531496,K03646.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4460,9661869,K03647.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4461,3097352,K03648.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4462,6066379,K03649.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4463,6227560,K03650.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4464,5866104,K03651.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4465,8256044,K03652.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4466,8780968,K03653.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4467,6960446,K03654.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4468,8264097,K03655.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4469,6312521,K03656.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4470,4579321,K03657.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4471,1575690,K03658.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4472,4386047,K03659.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4473,5103998,K03660.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4474,7910148,K03661.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4475,12459731,K03662.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4477,4678875,K03664.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4478,7812175,K03665.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4479,7708193,K03666.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4480,11200767,K03667.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4481,8589731,K03668.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4482,4356766,K03669.01,,FALSE POSITIVE,FALSE POSITIVE,0.0070,0,1,0,0
4483,2167890,K03670.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4484,10383696,K03671.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4485,9777090,K03672.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4486,11455484,K03673.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4487,2446623,K03674.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4488,9596089,K03675.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4489,5738506,K03676.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4490,3340313,K03677.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4492,5021174,K03679.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4496,8621353,K03682.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4498,9394601,K03684.01,,FALSE POSITIVE,FALSE POSITIVE,0.0270,0,1,0,0
4499,8494410,K03685.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4501,9719636,K03686.01,,FALSE POSITIVE,FALSE POSITIVE,0.0150,0,1,0,0
4502,2452440,K03687.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4503,5020034,K03688.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4505,9715939,K03690.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4506,4751083,K03691.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4508,7695087,K03693.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4509,6200709,K03694.01,,FALSE POSITIVE,FALSE POSITIVE,0.0240,0,1,0,0
4510,8043052,K03695.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4511,5435816,K03696.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4512,8559589,K03697.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4513,4372765,K03698.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4514,2438490,K03699.01,,FALSE POSITIVE,FALSE POSITIVE,0.0090,0,1,0,0
4515,3838496,K03700.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4516,6470521,K03701.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4517,2449090,K03702.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4518,5652260,K03703.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4519,2569494,K03704.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4520,6470516,K03705.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4521,7770471,K03706.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4522,5130380,K03707.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4523,6314173,K03708.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4524,2576107,K03709.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4525,9532421,K03710.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4526,5653849,K03711.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4527,2437060,K03712.01,,FALSE POSITIVE,FALSE POSITIVE,0.0010,0,1,0,0
4528,8127648,K03713.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4529,11564013,K03714.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4530,4937143,K03715.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4531,8719324,K03716.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4532,8719324,K03716.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4533,11241814,K03717.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4534,5036537,K03718.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4535,9837083,K03719.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4536,10735331,K03720.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4537,7763269,K03721.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4538,8365739,K03722.01,,FALSE POSITIVE,FALSE POSITIVE,0.2070,0,1,0,0
4539,5471606,K03723.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,1
4540,11200405,K03724.01,,FALSE POSITIVE,FALSE POSITIVE,0.0220,0,1,0,0
4541,3459199,K03725.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4542,6973796,K03726.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4543,7515679,K03728.01,Kepler-1517 b,CONFIRMED,FALSE POSITIVE,0.0000,0,1,0,0
4544,9674592,K03729.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0
4545,9674592,K03729.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0
4546,10879213,K03730.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4547,5650314,K03731.01,,FALSE POSITIVE,FALSE POSITIVE,0.0860,0,0,1,0
4548,8302302,K03732.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4549,9655858,K03733.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4550,10275880,K03734.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4551,2166200,K03735.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4552,3547315,K03736.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4553,6933781,K03737.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4554,5478083,K03738.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4555,10857342,K03739.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4556,5215700,K03740.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4557,8780959,K03741.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4558,8780959,K03741.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4560,8780959,K03741.04,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4561,5565486,K03742.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4562,4935914,K03743.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4563,11303811,K03744.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4564,2437783,K03745.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4565,12062660,K03746.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4566,9777087,K03747.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
4567,4247807,K03748.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4568,11547869,K03749.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4569,7700590,K03750.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4570,9053086,K03751.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4571,6314185,K03752.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,1
4572,8620561,K03753.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4573,8937019,K03754.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4574,9896435,K03755.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4575,10352938,K03756.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4576,6863161,K03757.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4577,7840035,K03758.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4578,8543279,K03759.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4579,8047283,K03760.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4580,8308347,K03761.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4582,3114667,K03763.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4583,3344427,K03764.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4584,12109845,K03765.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4585,8323764,K03767.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4586,5360082,K03768.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4587,6543683,K03769.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4590,5481426,K03772.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4591,10268903,K03773.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4592,7220320,K03775.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4593,9291378,K03776.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4594,4075067,K03777.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4595,12405950,K03778.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4596,5206233,K03779.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4597,6775985,K03780.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4598,3324644,K03781.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4599,11357192,K03782.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4601,5688997,K03784.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4602,4073730,K03785.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4603,2854948,K03786.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4604,7813039,K03787.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4605,9405541,K03788.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4606,8906045,K03789.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,1
4607,7296094,K03790.01,,FALSE POSITIVE,FALSE POSITIVE,0.0050,0,1,0,0
4608,5437945,K03791.01,Kepler-460 b,CONFIRMED,FALSE POSITIVE,0.0000,0,1,0,0
4610,12009347,K03792.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4611,4037163,K03793.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4613,3338660,K03795.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4614,3338674,K03796.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4615,5546277,K03797.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4616,5475736,K03798.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4617,9049673,K03799.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4618,9593759,K03800.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4620,5020044,K03802.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4621,6286155,K03803.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4622,7831363,K03804.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4623,4663185,K03805.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4624,5305471,K03806.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
4625,10581918,K03807.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4626,3851949,K03808.01,,FALSE POSITIVE,FALSE POSITIVE,0.0060,0,1,0,0
4627,9097892,K03809.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4628,5769943,K03810.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4630,6148271,K03812.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
4632,2997178,K03814.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
4634,7877818,K03816.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
4635,5636642,K03817.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4636,6515722,K03818.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4637,5560831,K03819.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4638,5305404,K03820.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
4639,5956776,K03821.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4640,8883727,K03822.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4642,6516874,K03824.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4643,5467113,K03825.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4644,8240123,K03826.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4645,10031907,K03828.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4646,4474637,K03829.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4647,10676927,K03830.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4648,5649836,K03831.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4649,7620660,K03832.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4650,8435232,K03833.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4651,3836399,K03834.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4653,7612691,K03836.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,0
4654,9761573,K03837.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4655,8042789,K03838.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4656,10095484,K03839.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4657,5467102,K03840.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4658,8651551,K03841.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4659,9532637,K03842.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4660,5305451,K03843.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
4661,7174349,K03844.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4662,11824218,K03845.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4663,7983756,K03846.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4664,7289165,K03847.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4667,8912730,K03850.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4668,9784230,K03851.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4669,4949524,K03852.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
4670,2697935,K03853.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4671,3550434,K03854.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4672,2558370,K03855.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4674,11825057,K03857.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4675,12306699,K03858.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4676,9692336,K03859.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4677,9641008,K03860.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4678,8588377,K03861.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4679,3644601,K03862.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
4680,3644601,K03862.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
4681,8459354,K03863.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4684,5535890,K03865.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4685,5215980,K03866.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4687,9178185,K03868.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4688,6290382,K03869.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4689,8258160,K03870.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4690,9752982,K03871.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4691,4666008,K03872.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4692,8430105,K03873.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4693,11560037,K03874.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4696,9159265,K03877.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4699,5560830,K03879.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,1,1
4700,4147444,K03880.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4701,9592850,K03883.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4702,4579313,K03884.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4703,11614528,K03885.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0
4704,8848288,K03886.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0
4705,5308419,K03887.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
4706,8260198,K03888.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4707,10733174,K03889.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4712,5473535,K03894.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4713,12106934,K03895.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4714,6222898,K03896.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4715,9161118,K03898.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0
4716,3556229,K03899.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0
4717,11911580,K03900.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1
